,pageid,ns,por_pageid,por_ns,rwp_pageid,rwp_ns
"Коняшов, Александр Игоревич",,,1788711.0,0.0,,
"Копелиович, Август Борисович",,,5405676.0,0.0,,
"Кораблинов, Владимир Александрович",,,3555647.0,0.0,,
"Коринфский, Аполлон Аполлонович",,,2238998.0,0.0,,
"Коркунов, Владимир Владимирович",,,7886995.0,0.0,,
"Кормильцев, Евгений Валерьевич",,,712782.0,0.0,,
"Корнеев, Алексей Андреевич",,,3863113.0,0.0,,
"Корнеев, Николай Юрьевич",,,8377811.0,0.0,,
"Корнилов, Владимир Николаевич",,,1721280.0,0.0,,
"Корносевич, Ромуальд Мартынович",,,7126269.0,0.0,,
"Королёв, Виктор Иванович",,,2860341.0,0.0,,
"Королёва, Нина Валериановна",,,3831191.0,0.0,3831191.0,0.0
"Коротич, Виталий Алексеевич",,,1984969.0,0.0,,
"Косаговский, Юрий Юрьевич",,,3905180.0,0.0,,
"Костарев, Николай Сергеевич",,,6410174.0,0.0,,
"Костюков, Леонид Владимирович",,,4247701.0,0.0,,
"Костюковский, Яков Аронович",,,188807.0,0.0,,
"Костяков, Иван Мартынович",,,3929452.0,0.0,,
"Котов, Борис Александрович",,,4093236.0,0.0,,
"Котова, Ирина Владимировна",,,7751052.0,0.0,,
"Котрелёв, Николай Всеволодович",,,3881954.0,0.0,,
"Котюшев, Иван Григорьевич",,,3900293.0,0.0,,
"Кохан, Евгений Кириллович",,,8444064.0,0.0,,
"Кохана, Виктория",,,6145036.0,0.0,,
"Кохановский, Игорь Васильевич",,,1570770.0,0.0,,
"Кочетков, Виктор Иванович",,,6378320.0,0.0,,
"Кравкль, Евгений Николаевич",,,4211959.0,0.0,,
"Краузе, Ольга Леопольдовна",,,2883024.0,0.0,,
"Крашенинников, Авенир Донатович",,,3490817.0,0.0,,
"Кремлёв, Илья Львович",,,2126806.0,0.0,,
"Кречетов, Виктор Николаевич",,,7748664.0,0.0,,
"Кржижановский, Сигизмунд Доминикович",,,193432.0,0.0,,
"Крикунов, Константин Евгеньевич",,,6259347.0,0.0,,
"Кричевский, Юрий Борисович",,,4666364.0,0.0,,
"Кроль, Николай Иванович",,,86215.0,0.0,,
"Круг, Михаил Владимирович",,,253045.0,0.0,,
"Круглов, Роман Геннадьевич",,,6267808.0,0.0,,
"Крутецкий, Виктор Алексеевич",,,4445728.0,0.0,,
"Кручёных, Алексей Елисеевич",,,21835.0,0.0,,
"Крылов, Алексей Фёдорович (краевед)",,,6233826.0,0.0,,
"Крылов, Андрей Геннадиевич",,,816439.0,0.0,,
"Крылов, Константин Анатольевич",,,130951.0,0.0,,
"Крылов, Михаил Константинович",,,3634522.0,0.0,,
"Крюкова, Елена Николаевна",,,77201.0,0.0,,
"Крючков, Андрей Петрович",,,7697251.0,0.0,,
"Куашев, Бетал Ибрагимович",,,6724138.0,0.0,,
"Кугультинов, Давид Никитич",,,172144.0,0.0,,
"Кугушев, Григорий Васильевич",,,86917.0,0.0,,
"Кудажы, Кызыл-Эник Кыргысович",,,7291207.0,0.0,,
"Кудаш, Сайфи Фаттахович",,,4024216.0,0.0,,
"Кудашев, Николай Всеволодович",,,6434265.0,0.0,,
"Кудрявцев, Алексей Львович",,,5061978.0,0.0,,
"Кудрявцев, Михаил Петрович",,,1972883.0,0.0,,
"Куек, Нальбий Юнусович",,,3505686.0,0.0,,
"Кузнецов, Игорь Александрович (поэт)",,,4261984.0,0.0,,
"Кузубов, Леонид Трифонович",,,6163356.0,0.0,,
"Кузьмин, Антон Сергеевич",,,1702887.0,0.0,,
"Кукулин, Илья Владимирович",,,1390005.0,0.0,,
"Кулачиков, Серафим Романович",,,3643953.0,0.0,,
"Кулешов, Павел Антонович",,,8411121.0,0.0,,
"Кулибин, Александр Иванович",,,1968293.0,0.0,,
"Кулиев, Кайсын Шуваевич",,,63120.0,0.0,,
"Куликов, Евгений Викторович",,,2441713.0,0.0,,
"Курбаналиев, Ибрагимхалил Курбаналиевич",,,3630536.0,0.0,,
"Курилов, Дмитрий Николаевич",,,8030094.0,0.0,,
"Курсинский, Александр Антонович",,,103257.0,0.0,,
"Курылёв, Вадим Юрьевич",,,189474.0,0.0,,
"Кусков, Платон Александрович",,,90823.0,0.0,,
"Кутузов, Владимир Валентинович",,,5004951.0,0.0,,
"Кучин, Иван Леонидович",,,2360806.0,0.0,,
"Кучин, Иван Сергеевич",,,5232851.0,0.0,,
"Кучияк, Павел Васильевич",,,3596453.0,0.0,,
"Кювилье, Мария Павловна",,,4514573.0,0.0,,
"Лабенский, Ксаверий Ксавериевич",,,93529.0,0.0,,
"Лагутенко, Илья Игоревич",,,232121.0,0.0,,
"Лайне, Николай Григорьевич",,,3629922.0,0.0,,
"Ларионов, Никита Ларионович",,,794500.0,0.0,,
"Ларионов, Николай Николаевич (поэт)",,,3055667.0,0.0,,
"Лаэртский, Александр Алексеевич",,,201145.0,0.0,,
"Лебедев, Василий Дмитриевич",,,3454755.0,0.0,,
"Лебедев, Николай Николаевич (музыкант)",,,1253186.0,0.0,,
"Лебедев, Сергей Николаевич (философ)",,,7888752.0,0.0,,
"Лебединский, Валерий Ефимович",,,4757122.0,0.0,,
"Лебков, Евгений Дмитриевич",,,6978287.0,0.0,,
Лёва Би-2,,,2446701.0,0.0,,
"Леви, Владимир Львович",,,190369.0,0.0,,
"Левин, Лев Ильич",,,928269.0,0.0,,
"Лёвкин, Владимир Александрович",,,1740098.0,0.0,,
"Ледков, Василий Николаевич",,,3250381.0,0.0,,
"Леонов, Максим Леонович",,,3850361.0,0.0,,
"Леонтьев, Анатолий Кузьмич",,,8493999.0,0.0,,
"Леонтьев, Валерий Яковлевич",,,349199.0,0.0,,
"Лещенко, Лев Валерьянович",,,199039.0,0.0,,
"Лещина, Сергей Иванович",,,2368698.0,0.0,,
"Ливертовский, Иосиф Моисеевич",,,7490213.0,0.0,,
"Лившиц, Бенедикт Константинович",,,595405.0,0.0,,
"Лившиц, Давид Яковлевич",,,979403.0,0.0,,
"Липатов, Борис Викторович",,,6402813.0,0.0,,
"Липатов, Виктор Сергеевич",,,6920121.0,0.0,,
"Лихарев, Борис Михайлович",,,4859553.0,0.0,,
"Лишин, Григорий Андреевич",,,5290789.0,0.0,,
"Лозиков, Александр Александрович",,,3111713.0,0.0,,
"Лозинский, Михаил Леонидович",,,138221.0,0.0,,
"Ломагин, Кирилл Егорович",,,8502236.0,0.0,,
"Лорес, Юрий Львович",,,156613.0,0.0,,
"Лукин, Евгений Валентинович",,,6256473.0,0.0,,
"Лукьянов, Алексей Миронович",,,6843749.0,0.0,,
"Лукьянов, Алексей Сергеевич",,,8346374.0,0.0,,
"Лукьянов, Анатолий Иванович",,,187967.0,0.0,,
"Львов, Анатолий Дмитриевич",,,6980476.0,0.0,,
"Любовиков, Овидий Михайлович",,,2276803.0,0.0,,
"Любомиров, Пётр Петрович",,,5693729.0,0.0,,
"Люценко, Ефим Петрович",,,5435071.0,0.0,,
"Лякидэ, Ананий Гаврилович",,,1080312.0,0.0,,
"Лямпорт, Ефим Петрович",,,2171426.0,0.0,,
"Магомедов, Абдулла",,,3586470.0,0.0,,
"Магомедов, Муса Магомедович",,,3622453.0,0.0,,
"Мазунов, Мунир Хасанович",,,4249833.0,0.0,,
"Мазурин, Константин Митрофанович",,,118922.0,0.0,,
"Майданов, Денис Васильевич",,,3247012.0,0.0,,
"Майков, Аполлон Александрович (поэт)",,,1036364.0,0.0,,
"Майнашев, Валерий Гаврилович",,,3960039.0,0.0,,
"Майский, Павел Николаевич",,,8331816.0,0.0,,
"Макаров, Валерий Аркадьевич",,,3887305.0,0.0,,
"Максимова, Светлана Борисовна",,,3850435.0,0.0,,
"Максина, Елена Валерьевна",,,2484472.0,0.0,,
"Малиновский, Александр Станиславович",,,8408325.0,0.0,,
Малих Харис,,,5000626.0,0.0,,
"Малов, Аркадий Васильевич",,,3051900.0,0.0,,
"Малышев, Николай Евгеньевич",,,6209236.0,0.0,,
"Мальский, Игорь Степанович",,,3677090.0,0.0,,
"Мальцев, Виктор Алексеевич",,,3565521.0,0.0,,
"Маляренко, Феликс Васильевич",,,7808789.0,0.0,,
"Мамакаев, Магомет Амаевич",,,3607523.0,0.0,,
"Маммеев, Ибрагим Шакманович",,,4409258.0,0.0,,
"Мамонов, Пётр Николаевич",,,149377.0,0.0,,
"Мамсуров, Дабе Хабиевич",,,1371351.0,0.0,,
"Мандельштам, Осип Эмильевич",,,45795.0,0.0,,
"Мансуров, Зия Мансурович",,,7062314.0,0.0,,
"Марин, Аполлон Никифорович",,,1602109.0,0.0,,
Мария (Скобцова),,,164133.0,0.0,164133.0,0.0
"Маркиш, Перец Давидович",,,205677.0,0.0,,
"Марков, Алексей Яковлевич",,,3627803.0,0.0,,
"Матвеев, Николай Николаевич",,,2138045.0,0.0,,
"Матецкий, Владимир Леонардович",,,953316.0,0.0,,
"Матрёхин, Иван Яковлевич",,,3559696.0,0.0,,
Мафик,,,4529761.0,0.0,,
"Маховиков, Сергей Анатольевич",,,715150.0,0.0,,
"Махотин, Сергей Анатольевич",,,2256004.0,0.0,,
"Машбаш, Исхак Шумафович",,,3506098.0,0.0,,
"Маширов-Самобытник, Алексей Иванович",,,3239069.0,0.0,,
"Медведев, Олег Всеволодович",,,156605.0,0.0,,
"Медведев, Юрий Александрович",,,3986347.0,0.0,,
"Межирова, Зоя Александровна",,,6810246.0,0.0,,
"Мейсельман, Александр Давидович",,,7140657.0,0.0,,
"Мелешин, Станислав Васильевич",,,737252.0,0.0,,
"Мелихан, Константин Семёнович",,,1943540.0,0.0,,
"Мельников, Вилли",,,3187697.0,0.0,,
"Мельников, Владимир Леонидович",,,4369586.0,0.0,,
"Мельников, Юрий Иосифович",,,7971053.0,0.0,,
"Мерзликин, Леонид Семёнович",,,68870.0,0.0,,
"Мерчен, Сергей Павлович",,,3463451.0,0.0,,
"Метельский, Георгий Васильевич",,,84182.0,0.0,,
"Мещерская, Капитолина Сергеевна",,,1417847.0,0.0,,
Мигул Ишимбай,,,4911088.0,0.0,,
"Микульчина, Анастасия Александровна",,,639873.0,0.0,,
"Микушевич, Владимир Борисович",,,2298788.0,0.0,,
"Миланов, Александр Александрович",,,6957742.0,0.0,,
"Миллер, Лариса Емельяновна",,,296321.0,0.0,,
"Милявский, Олег Анатольевич",,,4457350.0,0.0,,
"Минералов, Юрий Иванович",,,289982.0,0.0,,
"Мирзаян, Александр Завенович",,,62670.0,0.0,,
"Миров, Сергей Геннадьевич",,,6713202.0,0.0,,
"Митта, Василий Егорович",,,3634949.0,0.0,,
"Михайлов, Василий Михайлович (поэт)",,,4501375.0,0.0,,
"Михайлов, Николай Васильевич (музыкант)",,,5167937.0,0.0,,
"Михайлов, Станислав Владимирович",,,2353873.0,0.0,,
"Михальчик, Юлия Сергеевна",,,572346.0,0.0,,
"Михеев, Михаил Петрович",,,310832.0,0.0,,
"Мишин, Алексей Викторович",,,4047754.0,0.0,,
"Мовсесян, Рафаэль Микаелович",,,6110302.0,0.0,,
"Могутин, Юрий Николаевич",,,4881942.0,0.0,,
"Можгин, Михаил Григорьевич",,,7387140.0,0.0,,
"Мокаев, Магомет Хасуевич",,,1566383.0,0.0,,
"Молчанов, Анатолий Владимирович",,,3010357.0,0.0,,
"Монастырский, Андрей Викторович",,,172046.0,0.0,,
"Монгуш, Доржу Баянович",,,3868959.0,0.0,,
"Монгуш, Мадон Балдыжыкович",,,7495729.0,0.0,,
"Морозов, Игорь Николаевич (певец)",,,3408549.0,0.0,,
"Морозов, Сергей Петрович (поэт)",,,303777.0,0.0,,
"Мосийчук, Анатолий Мефодьевич",,,866404.0,0.0,,
"Мочалова, Александра Александровна",,,8002847.0,0.0,,
"Музаев, Нурдин Джамалдинович",,,5359433.0,0.0,,
"Муллов, Владимир Васильевич",,,7415133.0,0.0,,
"Мулюков, Сулейман Мифтахович",,,6332060.0,0.0,,
"Муратханов, Вадим Ахматханович",,,3831237.0,0.0,,
"Муталиев, Хаджи-Бекир Шовхалович",,,3626881.0,0.0,,
"Мухамедьяров, Хай",,,4352878.0,0.0,,
Кенеш Мучи,,,3464567.0,0.0,,
"Мюр, Виктор Карлович",,,151164.0,0.0,,
"Мятлев, Владимир Петрович",,,7535164.0,0.0,,
"Нагиев, Фейзудин Рамазанович",,,3258591.0,0.0,,
"Наговицын, Сергей Борисович",,,1404946.0,0.0,,
"Нагорских, Павел Леонтьевич",,,1555943.0,0.0,,
"Наджми, Кави Гибятович",,,2426344.0,0.0,,
"Надсон, Семён Яковлевич",,,91509.0,0.0,,
Нажиб Идельбай,,,4968062.0,0.0,,
Назар Наджми,,,972816.0,0.0,,
"Назин, Владимир Иванович",,,7842462.0,0.0,,
"Найдич, Михаил Яковлевич",,,5092202.0,0.0,,
"Нарбут, Владимир Иванович",,,199596.0,0.0,,
"Наровчатова, Ольга Сергеевна",,,3975033.0,0.0,,
"Наседка, Иван Васильевич",,,371468.0,0.0,,
"Насунов, Виктор Иванович",,,4778604.0,0.0,,
"Насыров, Мурат Исмаилович",,,440894.0,0.0,,
"Науменко, Майк",,,57853.0,0.0,,
"Наумов, Александр Аронович",,,937000.0,0.0,,
"Наумов, Иван Сергеевич",,,7831329.0,0.0,,
"Небольсин, Сергей Андреевич",,,4913277.0,0.0,,
"Незнамов, Пётр Васильевич",,,5034918.0,0.0,,
"Нельдихен, Сергей Евгеньевич",,,4344912.0,0.0,,
"Немировский, Александр Аркадьевич",,,2592206.0,0.0,,
"Немировский, Александр Владимирович",,,7545421.0,0.0,,
"Немтинов, Виктор Алексеевич",,,154073.0,0.0,,
"Немтушкин, Алитет Николаевич",,,962143.0,0.0,,
"Ненлюмкина, Зоя Николаевна",,,3635190.0,0.0,,
"Ненянг, Любовь",,,3250771.0,0.0,,
"Нервин, Валентин Михайлович",,,6752620.0,0.0,,
"Нестеренко, Василий Михайлович",,,8508624.0,0.0,,
"Нестеренко, Юрий Леонидович",,,167459.0,0.0,,
"Нестеров, Олег Анатольевич",,,1118138.0,0.0,,
"Нетунаева, Анна Александровна",,,3428043.0,0.0,,
"Нефёдов, Евгений Андреевич",,,3677173.0,0.0,,
"Нешумова, Татьяна Феликсовна",,,8030904.0,0.0,,
"Низовкина, Надежда Юрьевна",,,3779397.0,0.0,,
Никита (певец),,,1711316.0,0.0,,
"Никитаева, Елена Викторовна",,,1472466.0,0.0,,
"Николаев, Владимир Павлович",,,4978860.0,0.0,,
"Николаев, Игорь Юрьевич",,,388958.0,0.0,,
"Николаев, Семён Васильевич",,,8296818.0,0.0,,
"Николенко, Ян Юрьевич",,,1925200.0,0.0,,
"Никольский, Андрей Юрьевич",,,5020791.0,0.0,,
"Никоненко, Станислав Степанович",,,7808393.0,0.0,,
"Нилендер, Владимир Оттонович",,,4460524.0,0.0,,
"Нитченко, Андрей Николаевич",,,1907625.0,0.0,,
"Новиков-Ланской, Андрей Анатольевич",,,4760568.0,0.0,,
"Новиков, Александр Васильевич (певец)",,,53412.0,0.0,,
"Новиков, Андрей Вячеславович (поэт)",,,7107929.0,0.0,,
"Новиков, Борис Иванович",,,6985497.0,0.0,,
"Новиков, Владимир Михайлович (поэт)",,,3902061.0,0.0,,
"Новицкий, Иван Эдуардович",,,1947246.0,0.0,,
"Новичихин, Евгений Григорьевич",,,5212312.0,0.0,,
"Нуров, Владимир Дорджиевич",,,4438413.0,0.0,,
"Нуров, Рабадан",,,3597173.0,0.0,,
"Образцов, Александр Алексеевич",,,287808.0,0.0,,
"Овсянников, Сергей Дмитриевич",,,7382993.0,0.0,,
"Овчинцев, Владимир Петрович",,,7100650.0,0.0,,
"Огарёв, Николай Платонович",,,102175.0,0.0,,
"Озерский, Дмитрий Александрович",,,2916909.0,0.0,,
"Ойербах, Фроим",,,356680.0,0.0,,
"Ойунский, Платон Алексеевич",,,1914295.0,0.0,,
"Оленич-Гнененко, Александр Павлович",,,3451534.0,0.0,,
"Олчей-оол, Монгуш Кунгаевич",,,4422456.0,0.0,,
Олык Ипай,,,3296351.0,0.0,,
"Ольмезов, Мурадин Муссаевич",,,3769384.0,0.0,,
"Ольховиков, Анатолий Арсентьевич",,,8280398.0,0.0,,
"Орлов, Арсентий Петрович",,,6357728.0,0.0,,
"Орлов, Георгий Фёдорович",,,2366178.0,0.0,,
"Орлов, Николай Александрович (1903—1999)",,,7924457.0,0.0,,
"Осиашвили, Симон Абрамович",,,1469814.0,0.0,,
"Османов, Магомед-Эфенди",,,4715921.0,0.0,,
Осмин Йыван,,,8279999.0,0.0,,
"Осокин, Денис Сергеевич",,,3369611.0,0.0,,
"Остроумов, Лев Евгеньевич",,,595304.0,0.0,,
"Оцуп, Николай Авдеевич",,,715356.0,0.0,,
"Павлов, Фёдор Павлович",,,3877549.0,0.0,,
"Палкин, Эркемен Матынович",,,4130430.0,0.0,,
"Паль, Роберт Васильевич",,,4984756.0,0.0,,
"Палькин, Николай Егорович",,,2974180.0,0.0,,
"Панайотов, Александр Сергеевич",,,2346463.0,0.0,,
"Панин, Игорь Викторович",,,4208067.0,0.0,,
"Панкеев, Иван Алексеевич",,,832688.0,0.0,,
"Панкратов-Чёрный, Александр Васильевич",,,119335.0,0.0,,
"Панцирев, Сергей Николаевич",,,7322770.0,0.0,,
"Паперный, Алексей Михайлович",,,298056.0,0.0,,
"Пассар, Андрей Александрович",,,4868377.0,0.0,,
"Патиев, Якуб Султанович",,,6145371.0,0.0,,
"Патмар, Эдисон Иванович",,,611611.0,0.0,,
"Пахомов, Виктор Фёдорович",,,7412084.0,0.0,,
"Пашаева, Нина Михайловна",,,2655517.0,0.0,,
"Пелевин, Александр Сергеевич",,,8260363.0,0.0,,
"Переверзин, Александр Валерьевич",,,7110683.0,0.0,,
"Пересторонин, Николай Васильевич",,,7134946.0,0.0,,
"Петкун, Вячеслав Борисович",,,1162085.0,0.0,,
"Петренко, Владимир Владимирович",,,652604.0,0.0,,
"Петрицкий, Вилли Александрович",,,2182883.0,0.0,,
"Петров, Дмитрий Константинович",,,5219460.0,0.0,,
"Петрухин, Иван Иванович",,,7392647.0,0.0,,
"Пешехонов, Владимир Александрович",,,3692093.0,0.0,,
"Пильник, Анатолий Петрович",,,8253984.0,0.0,,
"Пичков, Алексей Ильич",,,6918133.0,0.0,,
"Платицына, Наталья Николаевна",,,2651230.0,0.0,,
"Платонов, Александр Евгеньевич",,,3661213.0,0.0,,
"Плиев, Грис Дзамболатович",,,33941.0,0.0,,
"Плитченко, Александр Иванович",,,3129664.0,0.0,,
"Плотицын, Виктор Николаевич",,,2187673.0,0.0,,
"Плоткин, Дмитрий Матвеевич",,,6361526.0,0.0,,
"Плотников, Алексей (гитарист)",,,2152016.0,0.0,,
"Погодин, Радий Петрович",,,246889.0,0.0,,
"Погореловский, Сергей Васильевич",,,7607888.0,0.0,,
"Подлубнова, Юлия Сергеевна",,,8163655.0,0.0,,
"Подревский, Константин Николаевич",,,5415641.0,0.0,,
"Поздеев, Пётр Кириллович (писатель)",,,8118787.0,0.0,,
"Покровский, Максим Сергеевич",,,1525208.0,0.0,,
"Поливин, Николай Георгиевич",,,6404724.0,0.0,,
"Полиенко, Валерий Валентинович",,,3108520.0,0.0,,
"Половинкин, Владимир Васильевич",,,6318696.0,0.0,,
"Полонский, Георгий Исидорович",,,784193.0,0.0,,
"Полторацкий, Виктор Васильевич",,,2433392.0,0.0,,
"Полупанов, Игорь Павлович",,,2208468.0,0.0,,
"Польгуева, Екатерина Юрьевна",,,8273218.0,0.0,,
"Поляков-Катин, Дмитрий Николаевич",,,2066533.0,0.0,,
"Поляков, Павел Сергеевич",,,3259739.0,0.0,,
"Поляков, Юрий Михайлович",,,201701.0,0.0,,
"Поперечный, Анатолий Григорьевич",,,3242435.0,0.0,,
"Попов, Леонид Андреевич",,,3902177.0,0.0,,
"Попов, Леонид Николаевич",,,5210723.0,0.0,,
"Попов, Серафим Алексеевич",,,3903207.0,0.0,,
"Попов, Сергей Витальевич",,,6978070.0,0.0,,
"Порфиров, Пётр Фёдорович",,,7120201.0,0.0,,
"Потёмкин, Пётр Петрович",,,2517387.0,0.0,,
"Правоторов, Геннадий Иванович",,,6728990.0,0.0,,
"Прасолов, Алексей Тимофеевич",,,3317812.0,0.0,,
"Преловский, Анатолий Васильевич",,,3551831.0,0.0,,
"Преображенский, Сергей Юрьевич",,,7679544.0,0.0,,
"Прилуцкий, Ной Германович",,,6191000.0,0.0,,
"Принцева, Галина Ивановна",,,7308551.0,0.0,,
"Прокопьев, Максим Прокопьевич",,,5647858.0,0.0,,
"Прокофьев, Олег Сергеевич",,,870549.0,0.0,,
"Проскуряков, Лев Матвеевич",,,8490265.0,0.0,,
Профессор Лебединский,,,1011594.0,0.0,,
"Псайла, Яна Владиславовна",,,8384819.0,0.0,,
"Пулар, Мигул",,,3900218.0,0.0,,
"Пьеха, Станислав Пятрасович",,,734027.0,0.0,,
"Рабаданов, Сулейман Рабаданович",,,4403366.0,0.0,,
"Рабичев, Леонид Николаевич",,,5639719.0,0.0,,
"Раджабов, Тимур Умматович",,,6201774.0,0.0,,
"Радкевич, Владимир Ильич",,,6164820.0,0.0,,
"Разумовский, Юрий Георгиевич",,,2546577.0,0.0,,
Раис Туляк,,,4987666.0,0.0,,
Райнис,,,26001.0,0.0,,
"Рамазанов, Гилемдар Зигандарович",,,1986323.0,0.0,,
"Рамиев, Сагит Лутфуллович",,,3904377.0,0.0,,
"Растворова, Ольга Григорьевна",,,2255279.0,0.0,,
"Растеряев, Игорь Вячеславович",,,2703602.0,0.0,,
"Рахимжанов, Ислам Русланович",,,3652798.0,0.0,,
"Рачков, Николай Борисович",,,6891899.0,0.0,,
"Рашидов, Рашид Меджидович",,,3586295.0,0.0,,
"Рашковский, Евгений Борисович",,,3658734.0,0.0,,
"Ревизов, Николай Егорович",,,3740989.0,0.0,,
"Регеж-Горохов, Василий Михайлович",,,8322945.0,0.0,,
"Регистан, Гарольд Габриэльевич",,,75405.0,0.0,,
"Резников, Виктор Михайлович",,,934856.0,0.0,,
"Решетов, Алексей Леонидович",,,620415.0,0.0,,
"Римицан, Алексей Юлианович",,,3678072.0,0.0,,
"Рихтер, Владимир Николаевич",,,382519.0,0.0,,
"Рич, Валентин Исаакович",,,3904386.0,0.0,,
"Рогачёв, Александр Александрович",,,6954114.0,0.0,,
"Родин, Валерий Фёдорович",,,1624963.0,0.0,,
"Родионов, Александр Михайлович (писатель)",,,8558231.0,0.0,,
"Рождественский, Всеволод Александрович",,,910453.0,0.0,,
"Розенбаум, Александр Яковлевич",,,278663.0,0.0,,
"Розовский, Марк Григорьевич",,,942931.0,0.0,,
"Ройзман, Евгений Вадимович",,,177216.0,0.0,,
"Ройзман, Матвей Давидович",,,2676757.0,0.0,,
"Рок, Рюрик",,,1587036.0,0.0,,
Роман (Матюшин),,,203055.0,0.0,,
"Романов, Алексей Дмитриевич",,,1289182.0,0.0,,
"Романов, Борис Иванович (режиссёр)",,,2662689.0,0.0,,
"Ромашов, Андрей Павлович",,,6167744.0,0.0,,
"Ромм, Александр Ильич",,,1397265.0,0.0,,
"Росин, Самуил Израилевич",,,3777289.0,0.0,,
"Росс, Евгений Александрович",,,2891595.0,0.0,,
"Рубин, Дмитрий Александрович",,,2358090.0,0.0,,
"Рубинский, Константин Сергеевич",,,6310712.0,0.0,,
"Рубинштейн, Лев Семёнович",,,596314.0,0.0,,
"Рубцов, Иван Фёдорович",,,4417018.0,0.0,,
"Рукавишников, Иван Сергеевич",,,1633023.0,0.0,,
"Русаков, Василий Евгеньевич",,,2636197.0,0.0,,
"Руснак, Александр Васильевич",,,3260307.0,0.0,,
"Русов, Николай Николаевич",,,6177702.0,0.0,,
"Рыбин, Виктор Викторович",,,3305665.0,0.0,,
"Рыбьяков, Кирилл Юрьевич",,,2274573.0,0.0,,
"Рыженко, Сергей Ильич",,,660835.0,0.0,,
"Рыжкин, Геннадий Витальевич",,,3512198.0,0.0,,
"Рымбу, Галина Георгиевна",,,7772961.0,0.0,7772961.0,0.0
"Рыскин, Сергей Фёдорович",,,1220457.0,0.0,,
"Рябинин, Михаил Иосифович",,,3377970.0,0.0,,
"Рязанов, Эльдар Александрович",,,18937.0,0.0,,
"Рязанов, Юрий Викторович",,,2837171.0,0.0,,
"Ряшенцев, Юрий Евгеньевич",,,1469195.0,0.0,,
"Сабитов, Гай Сабитович",,,8086424.0,0.0,,
Савватий (Тейша),,,173022.0,0.0,,
"Савояров, Михаил Николаевич",,,1154041.0,0.0,,
Сагит Агиш,,,3608936.0,0.0,,
"Сагкаев, Валерий Алексеевич",,,4185671.0,0.0,,
"Саед-Шах, Анна Юдковна",,,4725865.0,0.0,,
"Сазанов, Александр Петрович",,,5592610.0,0.0,,
Салават Юлаев,,,61668.0,0.0,,
"Сальников, Алексей Борисович",,,7414821.0,0.0,,
"Самаев, Марк Евсеевич",,,7703072.0,0.0,,
"Самойлов, Вадим Рудольфович",,,381393.0,0.0,,
"Самойлов, Глеб Рудольфович",,,349483.0,0.0,,
"Самойлова, Юлия Олеговна",,,5323548.0,0.0,,
"Самсон фон Гиммельшерна, Рейнгольд Иоганн Людвиг",,,1607609.0,0.0,,
"Самыков, Василий Тордоевич",,,4129943.0,0.0,,
"Сапунов, Владимир Борисович",,,6748983.0,0.0,,
"Саракаев, Ибрагим-Бек",,,1474717.0,0.0,,
"Саракаев, Хамзат Ибрагим-Бекович",,,4343161.0,0.0,,
"Саруханов, Игорь Арменович",,,975287.0,0.0,,
"Сафонов, Кирилл Леонович",,,833526.0,0.0,,
"Сафронов, Валентин Григорьевич",,,6986922.0,0.0,,
"Сахаров, Александр Викторович",,,3457832.0,0.0,,
"Сахаров, Дмитрий Антонович",,,60707.0,0.0,,
"Свинцов, Дмитрий Германович",,,6354230.0,0.0,,
"Севриновский, Владимир Дмитриевич",,,2190545.0,0.0,,
Селафиил (Филипьев),,,2803971.0,0.0,,
"Семендер, Юрий Семёнович",,,3690124.0,0.0,,
"Семёнов, Виктор Фёдорович (писатель)",,,1763801.0,0.0,,
"Семёнов, Глеб Сергеевич",,,2193226.0,0.0,,
"Семёнов, Юлиан Семёнович",,,162199.0,0.0,,
"Сениэль, Михаил",,,3881779.0,0.0,,
"Сенкевич, Александр Николаевич",,,2689240.0,0.0,,
"Сергеев, Леонид Александрович (бард)",,,1028396.0,0.0,,
"Сергеев, Филимон Иванович",,,7418659.0,0.0,,
"Сергеева, Ангелина Александровна",,,8262759.0,0.0,,
Сергий (Веснин),,,3321988.0,0.0,,
"Серебряков, Борис Яковлевич",,,8156855.0,0.0,,
"Серен-оол, Владимир Седипович",,,3959308.0,0.0,,
"Сидоров, Валентин Митрофанович",,,2556665.0,0.0,,
"Сильвестров, Дмитрий Владимирович",,,6159398.0,0.0,,
"Сильчук, Геннадий Викторович",,,7811817.0,0.0,,
Симеон Полоцкий,,,100870.0,0.0,,
"Симонов, Владимир Исакович",,,3898668.0,0.0,,
"Синкин, Борис Владимирович",,,4704166.0,0.0,,
"Синявский, Пётр Алексеевич",,,2794187.0,0.0,,
"Сиротин, Борис Зиновьевич",,,1879135.0,0.0,,
"Скарлыгин, Геннадий Кузьмич",,,3713687.0,0.0,,
"Скобля, Олег Петрович",,,2034033.0,0.0,,
"Скрёбов, Николай Михайлович",,,6954173.0,0.0,,
Слава Лён,,,3211630.0,0.0,,
"Славоросов, Аркадий Алексеевич",,,6074170.0,0.0,,
"Слепакова, Нонна Менделевна",,,4703621.0,0.0,,
"Сливкин, Евгений Александрович",,,1369739.0,0.0,,
"Слипенчук, Виктор Трифонович",,,746366.0,0.0,,
"Словцов, Пётр Андреевич",,,4124567.0,0.0,,
"Смелянский, Станислав Анатольевич",,,5216253.0,0.0,,
"Смирнов, Алексей Глебович",,,5411830.0,0.0,,
